Time[MJD],RV_C[m/s],eRV_C[m/s],RV_A[m/s],eRV_A[m/s]
59156.39742,-2.3246831875598435,0.434,0.8966831875598438,NaN
59156.40116,0.8193081869471411,0.41,0.8966918130528588,NaN
59156.40522,-1.0797012055519748,0.426,0.8967012055519749,NaN
59178.2435,4.051900641377598,0.345,0.9470993586224017,NaN
59178.2445,-3.4311015720109315,0.342,0.9471015720109316,NaN
59178.24547,0.26089627379625435,0.368,0.9471037262037456,NaN
59178.24642,-5.42210584288467,0.352,0.9471058428846703,NaN
59178.24735,1.8708920783553131,0.344,0.9471079216446869,NaN
59180.19241,0.48144346946164507,0.358,0.951556530538355,NaN
59180.19345,2.7694410308169486,0.377,0.9515589691830514,NaN
59180.19451,-5.107561468660748,0.377,0.9515614686607485,NaN
59180.19558,-0.5695640059677849,0.386,0.9515640059677849,NaN
59180.19664,-4.158566533653664,0.372,0.951566533653664,NaN
